review_id,customer_id,product_id,rating,review_text
945,64,6,3,Excellent quality!
946,296,62,5,Would not recommend
947,232,98,5,Excellent quality!
948,51,31,5,Exceeded expectations
949,137,62,4,Good but can improve
950,158,12,4,Value for money
951,56,12,3,Poor packaging
952,81,63,3,Very satisfied
953,232,16,2,Value for money
954,128,25,3,Very satisfied
955,126,22,2,Would not recommend
956,80,91,5,Very satisfied
957,175,88,3,Would not recommend
958,145,76,3,Very satisfied
959,126,18,3,Average product
960,182,45,2,Value for money
961,219,80,2,Good but can improve
962,278,68,1,Good but can improve
963,83,12,2,Average product
964,141,49,2,Poor packaging
965,95,33,4,Good but can improve
966,194,86,3,Poor packaging
967,110,63,2,Excellent quality!
968,52,18,3,Good but can improve
969,103,54,3,Excellent quality!
970,101,97,4,Good but can improve
971,142,27,3,Good but can improve
972,201,83,2,Excellent quality!
973,199,78,3,Exceeded expectations
974,284,25,1,Poor packaging
975,217,34,1,Very satisfied
976,46,88,4,Would not recommend
977,28,60,2,Exceeded expectations
978,2,54,4,Very satisfied
979,17,87,1,Value for money
980,77,5,2,Poor packaging
981,165,36,3,Good but can improve
982,97,54,2,Good but can improve
983,105,88,5,Good but can improve
984,24,36,2,Would not recommend
985,200,69,3,Would not recommend
986,35,39,5,Would not recommend
987,2,70,4,Excellent quality!
988,289,100,2,Would not recommend
989,138,4,4,Would not recommend
990,62,74,2,Poor packaging
991,299,65,1,Very satisfied
992,197,85,1,Exceeded expectations
993,59,40,3,Exceeded expectations
994,265,37,1,Good but can improve
995,188,67,5,Very satisfied
996,63,31,5,Average product
997,279,91,2,Average product
998,30,81,4,Value for money
999,171,87,5,Poor packaging
1000,21,77,2,Average product
1001,299,47,4,Average product
1002,201,27,1,Poor packaging
1003,135,51,2,Very satisfied
1004,272,20,4,Good but can improve
1005,23,13,3,Value for money
1006,87,63,3,Value for money
1007,31,44,5,Value for money
1008,121,24,4,Average product
1009,69,3,3,Very satisfied
1010,134,10,5,Value for money
1011,146,65,2,Poor packaging
1012,263,49,2,Value for money
1013,293,58,4,Exceeded expectations
1014,86,77,4,Excellent quality!
1015,16,78,4,Very satisfied
1016,216,97,4,Excellent quality!
1017,116,2,3,Very satisfied
1018,118,66,3,Would not recommend
1019,270,31,5,Poor packaging
1020,162,68,3,Would not recommend
1021,188,98,2,Average product
1022,104,83,5,Average product
1023,141,37,3,Would not recommend
1024,167,73,4,Very satisfied
1025,300,24,3,Value for money
1026,28,77,1,Excellent quality!
1027,272,44,5,Poor packaging
1028,50,94,3,Value for money
1029,156,83,3,Average product
1030,121,41,2,Value for money
1031,140,74,4,Good but can improve
1032,16,51,4,Good but can improve
1033,49,42,2,Would not recommend
1034,164,78,2,Good but can improve
1035,62,40,1,Would not recommend
1036,154,48,5,Exceeded expectations
1037,150,84,4,Exceeded expectations
1038,73,4,2,Excellent quality!
1039,69,60,2,Good but can improve
1040,177,39,5,Average product
1041,2,5,2,Very satisfied
1042,119,96,1,Good but can improve
1043,7,6,5,Poor packaging
1044,255,14,1,Would not recommend
1045,75,70,3,Good but can improve
1046,195,78,4,Poor packaging
1047,187,12,2,Average product
1048,3,62,5,Very satisfied
1049,184,27,1,Exceeded expectations
1050,273,54,4,Would not recommend
1051,52,90,4,Excellent quality!
1052,263,12,2,Poor packaging
1053,133,8,4,Good but can improve
1054,225,74,2,Average product
1055,61,16,3,Poor packaging
1056,16,52,2,Good but can improve
1057,229,26,1,Exceeded expectations
1058,195,8,4,Exceeded expectations
1059,251,45,4,Very satisfied
1060,48,93,4,Excellent quality!
1061,235,84,2,Exceeded expectations
1062,121,81,5,Very satisfied
1063,50,19,2,Exceeded expectations
1064,41,17,1,Would not recommend
1065,22,65,2,Value for money
1066,182,29,4,Very satisfied
1067,5,14,3,Very satisfied
1068,145,17,1,Poor packaging
1069,78,13,3,Exceeded expectations
1070,231,93,1,Very satisfied
1071,297,98,1,Average product
1072,209,91,4,Would not recommend
1073,163,63,2,Poor packaging
1074,168,33,4,Poor packaging
1075,278,29,4,Value for money
1076,237,37,4,Would not recommend
1077,176,83,3,Good but can improve
1078,53,46,1,Average product
1079,10,24,5,Would not recommend
1080,146,14,2,Very satisfied
1081,227,5,4,Value for money
1082,236,53,1,Average product
1083,242,88,2,Value for money
1084,71,98,5,Would not recommend
1085,158,95,5,Excellent quality!
1086,19,30,4,Would not recommend
1087,55,60,5,Very satisfied
1088,215,73,5,Value for money
1089,209,91,2,Excellent quality!
1090,21,28,2,Very satisfied
1091,282,26,4,Value for money
1092,249,18,1,Value for money
1093,28,36,4,Would not recommend
1094,296,8,3,Exceeded expectations
1095,211,18,5,Value for money
1096,285,84,1,Value for money
1097,20,58,2,Poor packaging
1098,20,32,3,Exceeded expectations
1099,120,93,3,Value for money
1100,97,49,5,Would not recommend
1101,120,48,2,Poor packaging
1102,25,82,1,Poor packaging
1103,153,71,2,Good but can improve
1104,245,65,5,Excellent quality!
1105,260,92,3,Very satisfied
1106,4,33,5,Poor packaging
1107,143,50,4,Average product
1108,282,4,3,Poor packaging
1109,220,84,5,Good but can improve
1110,160,36,1,Average product
1111,76,95,1,Good but can improve
1112,99,28,1,Good but can improve
1113,180,3,4,Exceeded expectations
1114,127,6,2,Excellent quality!
1115,32,45,1,Average product
1116,265,23,4,Excellent quality!
1117,13,7,1,Excellent quality!
1118,202,61,4,Excellent quality!
1119,18,100,1,Average product
1120,93,65,2,Average product
1121,280,6,5,Excellent quality!
1122,60,24,1,Exceeded expectations
1123,214,37,5,Excellent quality!
1124,100,45,1,Exceeded expectations
1125,1,51,2,Very satisfied
1126,43,100,5,Exceeded expectations
1127,168,88,4,Exceeded expectations
1128,192,45,1,Exceeded expectations
1129,34,63,1,Excellent quality!
1130,34,29,4,Value for money
1131,176,96,2,Very satisfied
1132,196,25,3,Very satisfied
1133,158,10,1,Good but can improve
1134,245,35,4,Very satisfied
1135,71,55,3,Value for money
1136,114,25,1,Very satisfied
1137,285,91,5,Very satisfied
1138,143,45,4,Average product
1139,97,96,5,Would not recommend
1140,212,12,2,Good but can improve
1141,185,4,3,Average product
1142,205,90,4,Excellent quality!
1143,216,67,1,Good but can improve
1144,246,17,1,Excellent quality!
1145,239,73,3,Good but can improve
1146,293,93,5,Exceeded expectations
1147,8,65,5,Poor packaging
1148,78,82,4,Good but can improve
1149,277,53,4,Would not recommend
1150,202,84,5,Value for money
1151,214,57,4,Average product
1152,94,98,5,Good but can improve
1153,75,28,3,Excellent quality!
1154,157,99,4,Value for money
1155,153,16,5,Very satisfied
1156,142,21,4,Value for money
1157,78,77,1,Average product
1158,182,99,1,Would not recommend
1159,195,42,2,Poor packaging
1160,158,54,5,Exceeded expectations
1161,146,32,2,Average product
1162,54,38,5,Exceeded expectations
1163,277,70,4,Would not recommend
1164,83,38,5,Excellent quality!
1165,156,54,1,Exceeded expectations
1166,4,60,4,Excellent quality!
1167,271,77,1,Value for money
1168,64,77,4,Average product
1169,112,47,5,Excellent quality!
1170,239,12,5,Very satisfied
1171,144,53,1,Very satisfied
1172,20,33,3,Poor packaging
1173,64,28,5,Value for money
1174,289,3,3,Excellent quality!
1175,81,82,4,Poor packaging
1176,197,26,3,Very satisfied
1177,69,54,1,Poor packaging
1178,186,40,2,Good but can improve
1179,167,66,2,Poor packaging
1180,205,68,1,Excellent quality!
1181,164,92,2,Excellent quality!
1182,94,92,1,Excellent quality!
1183,249,89,5,Value for money
1184,68,90,3,Exceeded expectations
1185,21,47,2,Poor packaging
1186,85,2,5,Poor packaging
1187,24,42,2,Value for money
1188,111,34,4,Very satisfied
1189,83,94,1,Average product
1190,78,21,1,Exceeded expectations
1191,140,44,5,Very satisfied
1192,271,87,4,Value for money
1193,169,97,3,Exceeded expectations
1194,197,2,4,Exceeded expectations
1195,262,91,4,Poor packaging
1196,215,59,3,Poor packaging
1197,67,86,3,Excellent quality!
1198,229,98,4,Excellent quality!
1199,161,16,2,Good but can improve
1200,122,20,2,Poor packaging
1201,149,26,4,Poor packaging
1202,193,16,2,Would not recommend
1203,231,70,3,Exceeded expectations
1204,111,23,3,Excellent quality!
1205,145,42,2,Excellent quality!
1206,221,37,3,Very satisfied
1207,64,72,1,Poor packaging
1208,126,6,3,Exceeded expectations
1209,218,37,4,Poor packaging
1210,284,22,5,Value for money
1211,236,6,2,Very satisfied
1212,13,32,2,Average product
1213,153,17,3,Average product
1214,239,38,3,Average product
1215,190,17,5,Exceeded expectations
1216,151,37,5,Would not recommend
1217,86,23,4,Excellent quality!
1218,21,49,1,Exceeded expectations
1219,182,61,4,Average product
1220,158,49,2,Value for money
1221,76,61,3,Good but can improve
1222,203,77,4,Exceeded expectations
1223,229,32,3,Exceeded expectations
1224,152,86,3,Good but can improve
1225,263,63,4,Excellent quality!
1226,72,7,4,Excellent quality!
1227,225,22,5,Average product
1228,131,85,1,Excellent quality!
1229,28,6,5,Good but can improve
1230,299,61,1,Very satisfied
1231,97,14,4,Good but can improve
1232,46,16,1,Good but can improve
1233,1,3,2,Very satisfied
1234,166,9,5,Good but can improve
1235,245,47,5,Average product
1236,219,85,5,Exceeded expectations
1237,102,94,3,Value for money
1238,291,94,3,Excellent quality!
1239,204,42,4,Poor packaging
1240,202,42,4,Exceeded expectations
1241,54,96,3,Average product
1242,280,23,5,Would not recommend
1243,278,3,3,Excellent quality!
1244,16,1,1,Average product
1245,13,67,5,Good but can improve
1246,87,71,3,Average product
1247,78,3,4,Value for money
1248,67,100,3,Poor packaging
1249,211,49,2,Excellent quality!
1250,214,67,3,Average product
1251,185,55,5,Average product
1252,33,4,3,Exceeded expectations
1253,115,31,4,Excellent quality!
1254,275,66,1,Good but can improve
1255,198,78,2,Average product
1256,143,64,5,Average product
1257,228,31,4,Average product
1258,120,63,2,Very satisfied
1259,24,66,3,Very satisfied
1260,27,31,2,Poor packaging
1261,75,47,1,Value for money
1262,241,22,2,Exceeded expectations
1263,23,74,2,Exceeded expectations
1264,161,94,3,Excellent quality!
1265,41,97,3,Value for money
1266,238,83,5,Good but can improve
1267,239,46,3,Value for money
1268,56,89,2,Exceeded expectations
1269,98,58,1,Good but can improve
1270,146,61,3,Very satisfied
1271,262,46,5,Poor packaging
1272,40,1,5,Good but can improve
1273,193,96,2,Good but can improve
1274,239,25,3,Value for money
1275,42,61,3,Exceeded expectations
1276,222,81,5,Value for money
1277,196,14,3,Average product
1278,288,45,2,Excellent quality!
1279,10,77,1,Poor packaging
1280,235,39,2,Exceeded expectations
1281,265,66,3,Excellent quality!
1282,69,32,2,Good but can improve
1283,139,96,4,Very satisfied
1284,219,58,4,Value for money
1285,196,56,3,Value for money
1286,74,6,3,Would not recommend
1287,103,89,1,Excellent quality!
1288,225,67,2,Very satisfied
1289,123,82,1,Exceeded expectations
1290,102,50,3,Would not recommend
1291,264,38,3,Good but can improve
1292,161,3,5,Would not recommend
1293,233,5,1,Average product
1294,275,24,3,Would not recommend
1295,258,54,4,Would not recommend
1296,139,34,5,Average product
1297,227,39,2,Value for money
1298,273,88,5,Value for money
1299,86,100,2,Good but can improve
1300,291,92,4,Poor packaging
1301,217,48,2,Would not recommend
1302,66,49,1,Excellent quality!
1303,257,34,2,Value for money
1304,135,80,2,Very satisfied
1305,55,100,5,Exceeded expectations
1306,243,7,4,Excellent quality!
1307,252,18,2,Poor packaging
1308,21,70,1,Would not recommend
1309,163,92,5,Average product
1310,264,34,4,Poor packaging
1311,68,51,4,Excellent quality!
1312,107,93,3,Average product
1313,67,68,1,Good but can improve
1314,199,14,5,Very satisfied
1315,192,69,5,Average product
1316,2,89,1,Average product
1317,257,8,4,Very satisfied
1318,1,15,2,Value for money
1319,115,83,1,Value for money
1320,88,59,5,Average product
1321,197,11,1,Exceeded expectations
1322,92,20,4,Average product
1323,274,55,3,Poor packaging
1324,160,36,3,Exceeded expectations
1325,173,82,2,Value for money
1326,33,14,2,Very satisfied
1327,73,58,4,Would not recommend
1328,196,38,2,Would not recommend
1329,284,89,3,Average product
1330,87,80,4,Average product
1331,224,82,4,Would not recommend
1332,44,1,4,Poor packaging
1333,138,65,1,Poor packaging
1334,270,1,2,Poor packaging
1335,36,85,5,Good but can improve
1336,34,60,3,Excellent quality!
1337,88,25,2,Very satisfied
1338,146,91,3,Excellent quality!
1339,16,10,2,Average product
1340,233,50,5,Poor packaging
1341,41,12,3,Poor packaging
1342,255,92,5,Would not recommend
1343,281,32,3,Good but can improve
1344,126,33,1,Would not recommend
1345,8,72,1,Exceeded expectations
1346,176,26,3,Poor packaging
1347,228,42,3,Good but can improve
1348,18,50,5,Value for money
1349,56,61,4,Would not recommend
1350,35,41,3,Very satisfied
1351,118,57,2,Good but can improve
1352,282,2,2,Excellent quality!
1353,254,99,2,Good but can improve
1354,213,98,1,Very satisfied
1355,61,70,5,Would not recommend
1356,88,31,1,Poor packaging
1357,271,23,2,Average product
1358,32,76,3,Good but can improve
1359,133,54,2,Value for money
1360,64,28,3,Would not recommend
1361,199,79,5,Very satisfied
1362,256,19,4,Good but can improve
1363,155,76,3,Average product
1364,231,48,1,Would not recommend
1365,35,2,2,Poor packaging
1366,26,11,2,Exceeded expectations
1367,23,44,2,Poor packaging
1368,141,59,3,Poor packaging
1369,285,59,5,Poor packaging
1370,156,38,3,Would not recommend
1371,113,25,1,Exceeded expectations
1372,139,21,2,Value for money
1373,209,42,3,Value for money
1374,86,36,2,Very satisfied
1375,285,9,1,Would not recommend
1376,60,12,4,Good but can improve
1377,54,10,4,Good but can improve
1378,93,59,4,Exceeded expectations
1379,265,5,2,Good but can improve
1380,213,33,3,Exceeded expectations
1381,10,69,2,Poor packaging
1382,203,80,5,Good but can improve
1383,196,63,3,Value for money
1384,58,29,1,Would not recommend
1385,256,18,4,Average product
1386,223,93,3,Value for money
1387,180,6,3,Good but can improve
1388,35,53,4,Value for money
1389,103,82,1,Exceeded expectations
1390,161,32,2,Very satisfied
1391,200,42,2,Value for money
1392,160,47,3,Average product
1393,183,31,4,Poor packaging
1394,136,62,5,Excellent quality!
1395,226,56,1,Very satisfied
1396,243,11,2,Average product
1397,106,26,1,Very satisfied
1398,71,92,1,Good but can improve
1399,77,27,1,Would not recommend
1400,54,83,4,Good but can improve
1401,277,57,4,Poor packaging
1402,111,27,4,Value for money
1403,224,59,3,Good but can improve
1404,75,62,4,Would not recommend
1405,14,20,3,Value for money
1406,258,3,2,Good but can improve
1407,189,16,2,Exceeded expectations
1408,239,44,2,Average product
1409,91,93,2,Poor packaging
1410,184,79,2,Excellent quality!
1411,17,30,4,Excellent quality!
1412,12,40,5,Value for money
1413,166,65,4,Would not recommend
1414,146,29,5,Exceeded expectations
1415,282,30,4,Poor packaging
1416,37,32,2,Poor packaging
1417,70,10,1,Average product
1418,169,91,5,Would not recommend
1419,170,51,1,Excellent quality!
1420,253,8,2,Average product
1421,297,51,5,Good but can improve
1422,142,36,1,Very satisfied
1423,273,55,4,Poor packaging
1424,225,35,2,Excellent quality!
1425,183,36,4,Average product
1426,221,56,4,Value for money
1427,53,36,2,Very satisfied
1428,118,89,5,Average product
1429,159,84,3,Value for money
1430,136,61,3,Excellent quality!
1431,77,62,2,Excellent quality!
1432,45,81,3,Very satisfied
1433,18,87,1,Value for money
1434,205,25,5,Poor packaging
1435,83,64,4,Exceeded expectations
1436,50,60,4,Exceeded expectations
1437,281,57,2,Excellent quality!
1438,166,95,4,Would not recommend
1439,243,70,1,Poor packaging
1440,164,99,1,Poor packaging
1441,56,52,2,Exceeded expectations
1442,39,56,4,Average product
1443,128,63,3,Good but can improve
1444,122,68,3,Average product
1445,247,20,5,Excellent quality!
1446,186,54,2,Poor packaging
1447,208,1,5,Average product
1448,239,90,3,Value for money
1449,215,98,3,Value for money
1450,292,10,3,Good but can improve
1451,224,23,5,Value for money
1452,88,51,2,Good but can improve
1453,25,24,1,Value for money
1454,220,13,1,Good but can improve
1455,275,29,3,Good but can improve
1456,135,58,2,Good but can improve
1457,233,91,2,Poor packaging
1458,66,95,4,Value for money
1459,80,43,4,Poor packaging
1460,255,10,5,Exceeded expectations
1461,125,31,4,Excellent quality!
1462,146,74,5,Good but can improve
1463,103,88,1,Excellent quality!
1464,277,97,3,Value for money
1465,124,14,2,Value for money
1466,267,99,1,Value for money
1467,278,34,1,Good but can improve
1468,111,17,5,Excellent quality!
1469,89,21,3,Average product
1470,158,96,5,Excellent quality!
1471,216,67,1,Value for money
1472,36,58,2,Average product
1473,87,79,4,Good but can improve
1474,118,8,5,Average product
1475,182,96,1,Very satisfied
1476,68,38,4,Exceeded expectations
1477,159,26,4,Poor packaging
1478,285,64,1,Exceeded expectations
1479,164,30,3,Value for money
1480,73,9,1,Poor packaging
1481,119,32,2,Very satisfied
1482,195,11,4,Poor packaging
1483,89,86,2,Value for money
1484,76,34,5,Very satisfied
1485,221,18,4,Poor packaging
1486,139,19,3,Good but can improve
1487,241,54,1,Excellent quality!
1488,154,82,5,Average product
1489,53,37,2,Exceeded expectations
1490,142,82,5,Very satisfied
1491,31,12,3,Excellent quality!
1492,223,4,1,Value for money
1493,292,43,5,Average product
1494,266,27,2,Exceeded expectations
1495,282,51,5,Very satisfied
1496,276,5,1,Average product
1497,44,6,5,Would not recommend
1498,62,77,2,Good but can improve
1499,201,87,1,Would not recommend
1500,9,56,3,Very satisfied
